"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"South Asia (IDA & IBRD)","TSA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.32223","","16.95983","17.92205","","","16.68163","13.591235","13.77751","16.312815","18.1534","17.81619","11.86443","11.86466","14.80667","12.516375","13.9365","12.883295","12.84814","16.2117","15.08057","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.60716","15.74111","16.42011","","17.3871","18.03304","17.979815","","17.082225","18.24094","17.06808","15.11833","16.42832","16.433155","17.344255","17.47952","","","",
"Trinidad and Tobago","TTO","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.90589","13.85188","","","","15.01153","14.8984","13.28493","12.03244","8.92667","11.23004","11.73112","12.16543","14.28521","13.91007","","","","","","","","","","","","","","","",
"Tunisia","TUN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.72396","21.6749","21.81671","23.35724","23.13493","25.95522","","24.90079","24.59178","24.64776","22.88013","27.68429","27.83381","26.69569","26.86131","26.42863","25.25867","25.26201","24.84683","","20.99101","","","22.89854","","","",
"Turkey","TUR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.37583","5.98266","6.65165","7.41988","8.65171999999999","","7.96737","","","","","","12.83047","12.74773","13.13256","12.83896","","","",
"Tuvalu","TUV","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.50031","12.62789","11.79397","","","","","","19.49264","18.14314","15.01412","19.43174","18.77841","17.41092","19.64801","","","","17.2971","","","","",
"Uganda","UGA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.35487","","","","20.30834","","","","","","10.10489","13.61137","11.4519","11.74312","10.87596","12.13618","11.37934","12.13898","",
"Ukraine","UKR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.92467","11.59928","13.53417","11.35897","12.81095","14.36096","14.41952","12.78175","13.73865","13.92323","14.03619","13.55783","15.05482","","13.48432","13.66552","13.86764","13.12135","","12.3562","","",
"Upper middle income","UMC","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.16925","14.79623","14.57806","","14.23504","","13.673675","14.14177","14.26845","14.66","14.57315","14.557605","14.96062","15.22388","15.78224","15.10725","","","",
"Uruguay","URY","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.31853","9.20001","7.69367","6.80134","8.39025","9.43665","9.8755","","","","","14.92611","","","","","","","",
"United States","USA","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.05514","12.93341","13.3863","13.27651","13.45188","","","","",
"Uzbekistan","UZB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.08446","22.87459","20.91099","21.76387","19.24201","",
"St. Vincent and the Grenadines","VCT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","22.89881","","","18.24648","","20.69969","","","","","","","14.84942","21.14544","30.7892","","28.70131","31.47551","","22.59199","","20.03841","","17.3385","15.48563","","","","","","20.14841","18.6039","",
"Venezuela, RB","VEN","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.35784","","17.30758","16.44716","28.77946","","","","","","","","","","","","9.34399999999999","10.09005","","20.66358","","","","","","","","","",
"British Virgin Islands","VGB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.05421","15.239","17.11449","17.81127","18.78502","18.51551","","","","","",
"Vanuatu","VUT","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.53491","","","","27.4011","25.82178","27.52419","40.07755","36.40962","44.8018","","","","","21.40563","18.72315","","","","","17.25246","12.9964","","11.78265","",
"World","WLD","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.505295","13.378785","14.47748","14.57806","15.04903","14.1703","13.77751","14.0353","14.03619","14.35522","14.171015","14.3276","13.647015","14.12596","14.1028","13.854895","14.10482","","","",
"Samoa","WSM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.41717","10.4613","12.77033","12.7938","","","","","","16.06423","","","","","","","","10.47922","","",
"Kosovo","XKX","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.48928","30.32128","","","","","","","12.48924","","","","","","","","","","",
"South Africa","ZAF","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.47205","20.0957","19.5923","19.93463","19.92499","18.00499","18.02707","17.90631","18.30626","18.04437","18.96147","20.63561","19.17124","19.13845","18.69935","18.04952","18.72744","",
"Zambia","ZMB","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.35262","","","","10.58499","7.72973","","6.22791","5.6518","","","","","","","","","","",
"Zimbabwe","ZWE","Government expenditure on education, total (% of government expenditure)","SE.XPD.TOTL.GB.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.72091","","29.75109","28.66034","30.00762","","","","",
